subject,trial,native_language,word,class,frequency,length,correct,RT,
27,36,ENGLISH,camel,animal,6.109248,5,correct,811.5406186,
27,37,ENGLISH,dolphin,animal,4.007333,7,correct,575.376227,
27,41,ENGLISH,crocodile,animal,4.615121,9,correct,749.8073119,
27,42,ENGLISH,cat,animal,7.086738,3,correct,595.2220152,
27,43,ENGLISH,reindeer,animal,4.043051,8,correct,721.8840574,
27,44,ENGLISH,donkey,animal,5.541264,6,correct,547.4963862,
27,46,ENGLISH,mushroom,plant,5.537334,8,correct,597.3200071,
27,47,ENGLISH,elephant,animal,6.063785,8,correct,590.9592989,
27,48,ENGLISH,chicken,animal,6.59987,7,correct,584.9960779,
27,51,ENGLISH,apricot,plant,3.828641,7,correct,555.1070561,
27,54,ENGLISH,bat,animal,5.918894,3,correct,554.7959609,
27,57,ENGLISH,beetroot,plant,3.555348,8,correct,568.3341508,
27,59,ENGLISH,monkey,animal,5.783825,6,correct,652.6690513,
27,62,ENGLISH,swan,animal,4.962845,4,correct,699.6177447,
27,63,ENGLISH,orange,plant,6.378426,6,correct,744.2547704,
27,66,ENGLISH,blueberry,plant,2.484907,9,correct,1027.058407,
27,68,ENGLISH,pig,animal,6.660575,3,correct,584.309031,
27,70,ENGLISH,melon,plant,4.127134,5,correct,801.0806687,
27,72,ENGLISH,horse,animal,7.77191,5,correct,754.6213625,
27,73,ENGLISH,kiwi,plant,3.044522,4,correct,699.1680578,
27,74,ENGLISH,tomato,plant,5.545177,6,correct,675.1753364,
27,75,ENGLISH,carrot,plant,4.976734,6,correct,739.0978356,
27,76,ENGLISH,sheep,animal,6.577861,5,correct,631.3556953,
27,77,ENGLISH,wasp,animal,4.682131,4,correct,650.1782649,
27,78,ENGLISH,mustard,plant,4.442651,7,correct,534.2957657,
27,87,ENGLISH,moose,animal,2.70805,5,correct,640.6956591,
27,94,ENGLISH,spider,animal,4.844187,6,correct,749.8466776,
27,97,ENGLISH,radish,plant,3.044522,6,incorrect,585.0475094,
27,98,ENGLISH,cherry,plant,4.997212,6,correct,590.3065938,
27,102,ENGLISH,squid,animal,3.970292,5,correct,656.30003,
27,106,ENGLISH,tortoise,animal,4.624973,8,correct,705.6062641,
27,110,ENGLISH,pineapple,plant,3.988984,9,correct,592.0463818,
27,111,ENGLISH,bee,animal,5.700444,3,correct,594.6003046,
27,113,ENGLISH,peanut,plant,4.59512,6,correct,696.0221705,
27,114,ENGLISH,ant,animal,5.347108,3,correct,585.8951037,
27,115,ENGLISH,pear,plant,4.727388,4,correct,611.2144564,
27,117,ENGLISH,walnut,plant,4.49981,6,correct,761.9231517,
27,118,ENGLISH,paprika,plant,2.484907,7,correct,772.4469599,
27,121,ENGLISH,potato,plant,6.461468,6,correct,618.9419791,
27,123,ENGLISH,lion,animal,6.098074,4,correct,598.8007242,
27,126,ENGLISH,fox,animal,5.652489,3,correct,598.9472679,
27,127,ENGLISH,goat,animal,6.228511,4,correct,659.398458,
27,128,ENGLISH,clove,plant,3.663562,5,correct,879.884352,
27,133,ENGLISH,bunny,animal,3.332205,5,correct,650.6158358,
27,134,ENGLISH,olive,plant,5.587249,5,correct,497.6633135,
27,136,ENGLISH,owl,animal,4.859812,3,correct,577.6172619,
27,137,ENGLISH,squirrel,animal,4.70953,8,correct,612.8945119,
27,138,ENGLISH,gull,animal,4.418841,4,correct,743.946035,
27,140,ENGLISH,gherkin,plant,2.079442,7,correct,774.4819932,
27,141,ENGLISH,dog,animal,7.667626,3,correct,508.8788162,
27,142,ENGLISH,lettuce,plant,4.812184,7,correct,1022.371067,
27,143,ENGLISH,vulture,animal,4.248495,7,correct,722.7286027,
27,145,ENGLISH,eagle,animal,5.117994,5,correct,649.0639274,
27,148,ENGLISH,cucumber,plant,4.454347,8,correct,761.7516967,
27,150,ENGLISH,broccoli,plant,2.833213,8,correct,562.2638147,
27,152,ENGLISH,beaver,animal,3.951244,6,NA,NA,
27,153,ENGLISH,grape,plant,5.192957,5,correct,626.8948102,
27,158,ENGLISH,frog,animal,5.129899,4,correct,607.4230123,
27,160,ENGLISH,stork,animal,3.044522,5,correct,743.9789212,
27,164,ENGLISH,magpie,animal,2.995732,6,correct,607.0789895,
27,167,ENGLISH,butterfly,animal,5.214936,9,correct,660.8141419,
27,168,ENGLISH,mole,animal,4.60517,4,correct,533.2854415,
27,172,ENGLISH,blackberry,plant,4.060443,10,correct,784.7266207,
27,173,ENGLISH,eggplant,plant,1.791759,8,correct,611.6859761,
27,175,ENGLISH,asparagus,plant,3.663562,9,correct,706.6489943,
27,176,ENGLISH,almond,plant,4.204693,6,correct,611.0200328,
27,179,ENGLISH,mouse,animal,5.805135,5,correct,575.8342214,
27,180,ENGLISH,apple,plant,6.304449,5,correct,500.4115834,
27,181,ENGLISH,avocado,plant,3.433987,7,correct,665.5780752,
27,184,ENGLISH,goose,animal,5.267858,5,correct,561.7359878,
30,33,NA,grape,plant,5.192957,5,correct,626.633704,
30,34,NA,monkey,animal,5.783825,6,incorrect,588.7086734,
30,36,NA,pig,animal,6.660575,3,correct,584.3578729,
30,37,NA,pineapple,plant,3.988984,9,correct,569.1117731,
30,38,NA,avocado,plant,3.433987,7,correct,523.7654865,
30,41,NA,bat,animal,5.918894,3,correct,468.6713137,
30,43,NA,broccoli,plant,2.833213,8,correct,491.002902,
30,48,NA,hedgehog,animal,3.637586,8,correct,717.6142966,
30,50,NA,swan,animal,4.962845,4,correct,559.9791693,
30,51,NA,chicken,animal,6.59987,7,correct,433.2023301,
30,52,NA,walnut,plant,4.49981,6,correct,497.851021,
30,53,NA,mouse,animal,5.805135,5,correct,435.9057219,
30,54,NA,strawberry,plant,4.75359,10,correct,498.4398208,
30,57,NA,radish,plant,3.044522,6,correct,594.5853377,
30,58,NA,elephant,animal,6.063785,8,correct,494.2046029,
30,59,NA,donkey,animal,5.541264,6,correct,392.8080906,
30,65,NA,tortoise,animal,4.624973,8,correct,699.3078117,
30,68,NA,leek,plant,3.332205,4,correct,621.7049862,
30,69,NA,beetroot,plant,3.555348,8,correct,647.7090126,
30,71,NA,woodpecker,animal,2.890372,10,correct,568.774422,
30,74,NA,almond,plant,4.204693,6,correct,604.9860991,
30,76,NA,apple,plant,6.304449,5,correct,500.1140258,
30,77,NA,ant,animal,5.347108,3,correct,607.5141513,
30,78,NA,moose,animal,2.70805,5,correct,432.6170981,
30,79,NA,kiwi,plant,3.044522,4,correct,436.9192507,
30,82,NA,cucumber,plant,4.454347,8,correct,600.5288646,
30,83,NA,blackberry,plant,4.060443,10,correct,498.6148251,
30,84,NA,beaver,animal,3.951244,6,correct,562.0632358,
30,85,NA,mushroom,plant,5.537334,8,correct,517.4754463,
30,86,NA,eagle,animal,5.117994,5,correct,492.2534668,
30,88,NA,lettuce,plant,4.812184,7,correct,478.8641406,
30,89,NA,lion,animal,6.098074,4,correct,471.118776,
30,92,NA,olive,plant,5.587249,5,correct,424.2374412,
30,94,NA,bunny,animal,3.332205,5,correct,462.7204943,
30,97,NA,cat,animal,7.086738,3,correct,505.1347423,
30,98,NA,gherkin,plant,2.079442,7,NA,NA,
30,99,NA,wasp,animal,4.682131,4,correct,469.5572003,
30,101,NA,owl,animal,4.859812,3,correct,513.9998176,
30,102,NA,paprika,plant,2.484907,7,correct,515.3104754,
30,103,NA,whale,animal,5.298317,5,correct,478.8438375,
30,105,NA,goat,animal,6.228511,4,correct,393.0435322,
30,106,NA,peanut,plant,4.59512,6,correct,465.2837779,
30,108,NA,banana,plant,5.023881,6,correct,447.461652,
30,109,NA,frog,animal,5.129899,4,correct,434.7407009,
30,112,NA,reindeer,animal,4.043051,8,correct,580.0023997,
30,113,NA,sheep,animal,6.577861,5,incorrect,426.3434775,
30,120,NA,fox,animal,5.652489,3,correct,683.3493717,
30,121,NA,apricot,plant,3.828641,7,correct,552.2776809,
30,123,NA,camel,animal,6.109248,5,correct,567.3869605,
30,124,NA,squid,animal,3.970292,5,correct,494.465785,
30,128,NA,dolphin,animal,4.007333,7,correct,507.7618158,
30,129,NA,cherry,plant,4.997212,6,correct,636.2475307,
30,130,NA,vulture,animal,4.248495,7,correct,494.85905,
30,132,NA,stork,animal,3.044522,5,correct,559.1510728,
30,133,NA,butterfly,animal,5.214936,9,correct,499.6571977,
30,136,NA,asparagus,plant,3.663562,9,correct,496.6094773,
30,138,NA,bee,animal,5.700444,3,correct,488.0987396,
30,139,NA,pear,plant,4.727388,4,correct,603.2522395,
30,140,NA,horse,animal,7.77191,5,correct,498.2714751,
30,141,NA,magpie,animal,2.995732,6,correct,523.5288715,
30,142,NA,snake,animal,6.120297,5,correct,471.5018343,
30,143,NA,gull,animal,4.418841,4,correct,449.6717013,
30,145,NA,mole,animal,4.60517,4,correct,475.3873687,
30,147,NA,squirrel,animal,4.70953,8,correct,478.4844915,
30,148,NA,goose,animal,5.267858,5,correct,562.9974705,
30,149,NA,dog,animal,7.667626,3,correct,455.2616379,
30,151,NA,potato,plant,6.461468,6,correct,556.008698,
30,153,NA,shark,animal,5.880533,5,correct,478.9571132,
30,160,NA,lemon,plant,5.631212,5,correct,583.3829709,
30,163,NA,mustard,plant,4.442651,7,correct,559.8708702,
30,165,NA,melon,plant,4.127134,5,correct,536.6709417,
30,166,NA,tomato,plant,5.545177,6,correct,470.8556966,
30,167,NA,spider,animal,4.844187,6,correct,554.9110724,
30,168,NA,blueberry,plant,2.484907,9,correct,540.5529838,
30,172,NA,clove,plant,3.663562,5,correct,578.8664441,
30,173,NA,crocodile,animal,4.615121,9,correct,523.2918628,
30,176,NA,eggplant,plant,1.791759,8,correct,516.0685951,
30,180,NA,carrot,plant,4.976734,6,correct,558.4970866,
30,181,NA,orange,plant,6.378426,6,correct,478.2572176,
25,NA,,NA,NA,NA,NA,NA,NA,
26,NA,english,NA,NA,NA,NA,NA,NA,
28,NA,,NA,NA,NA,NA,NA,NA,
29,NA,english,NA,NA,NA,NA,NA,NA,
